H2Si2-CH,1.928,4.741832408,8.079961,8.079961,3.837278
HfBr2-MoS2,0.512,7.335457979,11.289148,11.289148,4.273848
HfCl2-MoS2,0.772,7.084139633,10.010391,10.010391,3.304323
HfI2-MoS2,0.478,8.094647256,12.99166,12.99166,4.638908
HfO2-CdI2,4.529,4.685458665,4.690719,4.690719,2.608712
HfS2-CdI2,1.023,5.918492625,10.172236,10.172236,5.157103
HfS2-MoS2,0.537,6.783824946,7.967716,7.967716,5.62078
HfSe2-CdI2,0.386,6.242427921,14.160489,14.160489,6.737043
HfSe2-MoS2,0.322,7.145004044,10.374351,10.374351,7.158608
HfSSe-MoSSe,0.483,6.964220458,9.92701,9.92701,6.077919
HfTe2-MoS2,0.013,7.736713264,19.21612,19.21612,13.433777
HgBr2-CdI2,1.524,6.052553367,5.999182,5.999182,5.096752
HgBr2-MoS2,1.106,7.213815869,5.375057,5.375057,4.049292
HgCl2-CdI2,2.051,5.884452526,4.633085,4.633085,3.40009
HgCl2-MoS2,1.641,6.947233971,4.399584,4.399584,3.108122
HgI2-CdI2,1.225,6.873494645,7.644191,7.644191,6.316615
HgI2-MoS2,0.662,8.059458185,6.860026,6.860026,4.568459
In2O2-GaS,0.069,7.659178419,4.95183,4.95183,5.103325
In2S2-GaS,1.218,8.921578875,6.067662,6.067662,4.494546
In2Se2-GaS,0.778,9.20828391,7.029536,7.029536,5.695042
In2Te2-GaS,0.755,9.765039244,,,
InAs-GeSe,0.009,3.554900952,44.982688,44.982688,41.177264
InN-BN,0.128,3.968996678,11.353485,11.353485,3.85829
InP-GeSe,0.007,3.48557618,77.960737,77.960737,62.228114
InSb-GeSe,0.02,3.035103399,,,
MgBr2-CdI2,4.37,6.031592923,3.710495,3.710495,3.47225
MgBr2-MoS2,3.483,7.038656373,3.499949,3.499949,3.09042
MgCl2-CdI2,5.555,5.936793474,2.944743,2.944743,2.653633
MgCl2-MoS2,4.483,6.77391914,2.891245,2.891245,2.5285
MgI2-CdI2,3.562,6.961674208,4.43271,4.43271,3.839057
MgI2-MoS2,2.689,7.995984729,4.171853,4.171853,3.371917
Mn2O2-FeSe,0.002,3.982467367,133.209355,133.209355,20.626555
Mn2Te2-FeSe,0,6.42809569,225.258287,225.258287,32.737678
MnBr2-CdI2,0,5.627750821,278.463675,278.463675,155.640998
MnBr2-MoS2,0.001,6.537474926,2215.991186,2215.991186,348.59041
MoO2-MoS2,0.699,5.43930798,12.112479,12.112479,2.742156
MoS2-MoS2,1.353,6.868351947,13.548949,13.548949,4.134163
MoSe2-MoS2,1.306,7.236173215,14.877038,14.877038,4.743537
MoSSe-MoSSe,1.219,7.019571219,,,
MoTe2-MoS2,0.977,7.885697499,17.586156,17.586156,5.465973
NiBr2-CdI2,0,5.769148419,875.022661,875.022661,2994.857224
NiCl2-CdI2,0,5.710977226,210.912935,210.912935,119.637735
NiO2-CdI2,0.736,4.352971923,16.937712,16.937712,5.593339
NiS2-CdI2,0.003,4.522767851,86.493275,86.493275,60.220805
OsBr2-CdI2,0.956,5.261180855,12.073248,12.073248,5.99769
OsCl2-CdI2,1.216,5.162804864,9.594873,9.594873,4.050001
OsCl2-MoS2,0,6.964450832,90.439341,90.439341,21.329631
OsI2-CdI2,0.854,6.016092418,13.527893,13.527893,7.008624
P4-P,0.002,4.986676635,74.483918,367.577522,7841.195196
Pb2S2-FeSe,,5.947185298,,,
Pb2Se2-FeSe,,6.15090143,,,
Pb2Te2-FeSe,,6.490044336,,,
PbBr2-CdI2,2.371,6.184656685,5.384139,5.384139,4.07565
PbBr2-MoS2,2.659,7.415070399,4.539491,4.539491,3.52962
PbCl2-CdI2,2.79,5.827084778,4.359142,4.359142,3.052798
PbCl2-MoS2,3.279,7.12454869,3.823284,3.823284,2.756341
PbI2-CdI2,2.259,7.110906027,6.488695,6.488695,4.766866
PbI2-MoS2,2.218,8.272599652,5.393894,5.393894,4.035322
PbO2-CdI2,0.328,4.521577782,7.247545,7.247545,6.077324
PbO-GeSe,1.055,3.522594303,7.582252,7.582252,7.696616
PbS2-CdI2,0.001,4.828250162,50.680028,50.680028,97.620319
PbSe-GeSe,0.052,4.035189342,10.38095,10.38095,14.173911
PbS-GeSe,0.246,3.908258318,9.040364,9.040364,11.519849
PbTe-GeSe,0.013,4.257322953,13.039678,13.039678,18.767954
PdBr2-CdI2,0.001,5.300185868,181.861442,181.861442,95.20178
PdCl2-CdI2,2.79,5.218301887,353.352465,353.352465,380.27862
PdO2-CdI2,0.929,4.265051208,13.603435,13.603435,4.719207
PdS2-CdI2,0.012,4.603364997,62.745612,62.745612,45.547087
PdSe2-CdI2,0.002,4.805911952,140.508734,140.508734,74.622816
Pt2O2-FeSe,0.001,2.832992614,223.024993,223.024993,51.846062
PtBr2-CdI2,0,5.147884893,1102.695827,1102.695827,338.961991
PtCl2-CdI2,0.006,4.928685261,75.725215,75.725215,34.113692
PtO2-CdI2,1.343,4.192068434,10.609312,10.609312,3.697419
PtS2-CdI2,0.385,4.947073498,22.410115,22.410115,14.042361
PtSe2-CdI2,0.002,4.994581124,43.101074,43.101074,29.55953
PtTe2-CdI2,0.007,5.230981892,77.958155,77.958155,84.861452
RuBr2-CdI2,0.74,5.402136526,13.065194,13.065194,7.403616
RuBr2-MoS2,9.999,6.626825267,421.24138,421.24138,443.699949
RuCl2-CdI2,1.006,5.381109443,9.851848,9.851848,4.284389
RuI2-CdI2,0.681,6.165515722,14.388122,14.388122,8.081963
S2Si2-SnS,0.007,5.432159727,20.045905,22.839479,28.183178
Sc2O2-GaS,0.64,7.887971582,19.98978,19.98978,3.650009
Sc2S2-GaS,0.4,9.260857318,28.449822,28.449822,4.802704
Sc2Se2-GaS,0.377,9.658877758,28.536496,28.536496,5.916646
Sc2Te2-GaS,0.246,10.35273769,,,
ScO2-MoS2,0.4,4.234858729,4.317429,4.317429,2.568627
ScS2-MoS2,0.192,5.330163532,6.835899,6.835899,8.349114
ScSe2-MoS2,0.246,5.765626293,7.385095,7.385095,8.145701
Se2Si2-SnS,0.033,5.430116238,67.999569,71.626755,101.348494
Si2Te2-SnS,0.024,5.780579985,,,
Sn2H2-CH,0.116,4.700024091,428.634945,428.634945,5.71734
Sn2S2-SnS,0.114,5.795950233,,,
Sn2Se2-SnS,0.068,5.987855372,,,
Sn2Te2-FeSe,,6.33020025,,,
SnBr2-CdI2,1.794,6.198204411,6.110796,6.110796,4.514024
SnBr2-MoS2,1.982,7.400166586,5.12461,5.12461,3.743491
SnCl2-CdI2,2.109,5.884338087,4.777017,4.777017,3.205506
SnCl2-MoS2,2.545,7.096498723,4.263124,4.263124,2.883138
SnI2-CdI2,1.765,7.096938259,7.423053,7.423053,5.131554
SnI2-MoS2,1.654,8.240369028,6.223835,6.223835,4.253875
SnO2-CdI2,1.919,4.638741207,4.548477,4.548477,2.885672
SnO2-MoS2,0.091,5.523334213,5.260268,5.260268,3.410973
SnO-GeSe,0.699,3.788161604,9.756868,9.756868,7.439724
SnS2-CdI2,1.409,5.998358162,8.347741,8.347741,5.726248
SnS2-MoS2,0.379,5.47167031,11.229698,11.229698,60.450156
SnSe2-CdI2,0.529,6.192256539,12.249569,12.249569,10.21893
SnSe-GeSe,0.026,4.274259066,11.707139,11.707139,15.081246
SnS-GeSe,0.017,4.225138127,9.947261,9.947261,11.232245
SnTe-GeSe,0.005,4.451175428,14.280443,14.280443,20.032599
SrBr2-CdI2,4.349,6.097954529,3.110937,3.110937,2.856842
SrBr2-MoS2,3.893,7.393461921,2.873482,2.873482,2.691592
SrCl2-CdI2,5.189,5.769666527,2.694953,2.694953,2.394015
SrCl2-MoS2,4.552,7.068371187,2.509529,2.509529,2.266994
SrI2-MoS2,3.329,8.318065798,3.26224,3.26224,2.992081
TiBr2-MoS2,0.591,6.982710047,15.189022,15.189022,4.243667
TiCl2-MoS2,0.79,6.802912799,13.695117,13.695117,3.245198
TiI2-MoS2,0.514,7.862105547,17.524097,17.524097,4.356387
TiO2-CdI2,2.54,4.637359702,7.105268,7.105268,2.822133
TiS2-MoS2,0.003,5.277719138,98.234703,98.234703,505.288494
TiSe2-MoS2,0.005,6.665395999,16.277462,16.277462,24.881775
TiSSe-MoSSe,0.214,6.671750553,,,
Tl2S2-GaS,0.242,8.869421457,,,
Tl2Se2-GaS,0.016,9.051799957,11.219129,11.219129,1885.127043
V2Se2-GaS,0.23,8.143735957,39.18723,39.18723,5.860574
V2Te2-GaS,0.168,8.744317429,43.209544,43.209544,6.79116
VBr2-CdI2,0,6.432952217,1139.587395,1139.587395,56.46667
VCl2-CdI2,0.003,6.406976897,242.831256,242.831256,6.640527
WO2-MoS2,1.125,5.47608411,10.455308,10.455308,2.668303
WS2-MoS2,1.447,6.898965113,12.325021,12.325021,3.995333
WSe2-MoS2,1.353,7.273273988,13.546075,13.546075,4.545746
WSSe-MoSSe,1.338,7.066794764,13.045481,13.045481,4.303757
WTe2-MoS2,1.012,7.898861473,16.533337,16.533337,5.287628
YBr2-MoS2,0.001,7.24732539,5.444862,5.444862,3.484119
YCl2-MoS2,0.007,6.910872743,4.823112,4.823112,2.871459
ZnBr2-CdI2,3.205,6.083065587,4.814302,4.814302,3.998155
ZnBr2-MoS2,2.301,6.999983262,4.506921,4.506921,3.520822
ZnCl2-CdI2,4.227,5.944509887,3.770593,3.770593,2.988666
ZnCl2-MoS2,3.204,6.756909612,3.647885,3.647885,2.828935
ZnI2-CdI2,,6.887753045,6.166737,6.166737,4.659603
ZnI2-MoS2,1.037,7.800483434,5.761254,5.761254,4.04645
Zr2Te2-GaS,0.009,10.22075045,31.208566,31.208566,16.695094
ZrBr2-MoS2,0.527,7.187783191,12.256157,12.256157,4.325849
ZrCl2-MoS2,0.788,6.991425165,11.06844,11.06844,3.272649
ZrI2-MoS2,0.496,8.04970224,13.411025,13.411025,4.504626
ZrO2-CdI2,3.974,4.590746643,5.170309,5.170309,2.715957
ZrS2-CdI2,0.791,5.823063079,11.491008,11.491008,5.920276
ZrS2-MoS2,0.323,6.662806266,8.814678,8.814678,8.509383
ZrSe2-CdI2,0.194,6.148296747,16.842568,16.842568,8.381022
ZrSe2-MoS2,0.094,7.007238011,11.41563,11.41563,12.999219
ZrSSe-MoSSe,0.281,6.802418356,,,
ZrTe2-MoS2,0.015,7.301928521,21.402325,21.402325,377.489573
